Source,Target,Type,Id,Label,Weight
109366143410902567,109231292452793704,Directed,727,,1
109366143410902567,109487644098588589,Directed,728,,1
109366143410902567,109374317861274609,Directed,729,,1
109366143410902567,109563881310980771,Directed,730,,1
109366143410902567,109287830738339635,Directed,731,,1
109366143410902567,109321740046069524,Directed,732,,1
109366143410902567,109414176418104300,Directed,733,,1
109366143410902567,109305950694366460,Directed,734,,1
109366143410902567,109288933370778173,Directed,735,,1
109366143410902567,109302500471256911,Directed,736,,1
109366143410902567,109306786699022014,Directed,737,,1
109366143410902567,109383846783133237,Directed,738,,1
109366143410902567,109308875228834754,Directed,739,,1
109393681134209408,109231292452793704,Directed,740,,1
109393681134209408,109288933370778173,Directed,741,,1
109393681134209408,109414176418104300,Directed,742,,1
109393681134209408,109286358919610438,Directed,743,,1
109365299269225982,109231292452793704,Directed,744,,1
109356159003770960,109231292452793704,Directed,745,,1
109540509854928660,109231292452793704,Directed,746,,1
109755551156850106,109231292452793704,Directed,747,,1
109767913873622336,109231292452793704,Directed,748,,1
109877395519278078,109231292452793704,Directed,749,,1
108210651716132980,109231292452793704,Directed,750,,1
109295686063450819,109231292452793704,Directed,751,,1
109526612744175659,109231292452793704,Directed,752,,1
109315434401094854,109231292452793704,Directed,753,,1
110117438782945002,109231292452793704,Directed,754,,1
109300557188476296,109231292452793704,Directed,755,,1
109283419861545610,109231292452793704,Directed,756,,1
109283419861545610,109320948433612572,Directed,757,,1
109523344436706807,109231292452793704,Directed,758,,1
109443142364839095,109231292452793704,Directed,759,,1
109443142364839095,109338807747038374,Directed,760,,1
109340226228156901,109231292452793704,Directed,761,,1
108195688151224488,109231292452793704,Directed,762,,1
108195688151224488,109487644098588589,Directed,763,,1
109269904202229756,109231292452793704,Directed,764,,1
109269904202229756,109288933370778173,Directed,765,,1
109269904202229756,109362988723701990,Directed,766,,1
109269904202229756,109297111162570193,Directed,767,,1
108200234734485815,109231292452793704,Directed,768,,1
109770986484841874,109231292452793704,Directed,769,,1
109353992704476034,109231292452793704,Directed,770,,1
109539872891684848,109231292452793704,Directed,771,,1
109508695544667259,109231292452793704,Directed,772,,1
109262146807946326,109231292452793704,Directed,773,,1
109262146807946326,109305950694366460,Directed,774,,1
110178071439521518,109231292452793704,Directed,775,,1
109299525411488174,109231292452793704,Directed,776,,1
109299525411488174,109905760931335093,Directed,777,,1
109334517676760771,109231292452793704,Directed,778,,1
109254291177807294,109231292452793704,Directed,779,,1
109872307124464426,109231292452793704,Directed,780,,1
109872307124464426,109338807747038374,Directed,781,,1
109367294372212783,109231292452793704,Directed,782,,1
109367294372212783,109374317861274609,Directed,783,,1
109367294372212783,109288933370778173,Directed,784,,1
109367294372212783,109365715022567995,Directed,785,,1
109367294372212783,109286358919610438,Directed,786,,1
109367294372212783,109266246579916336,Directed,787,,1
109367294372212783,109371611692005985,Directed,788,,1
109367294372212783,109362917959569479,Directed,789,,1
109367294372212783,109297111162570193,Directed,790,,1
109367294372212783,109257264795644923,Directed,791,,1
109367294372212783,109309025673602805,Directed,792,,1
109287858500487327,109231292452793704,Directed,793,,1
109287858500487327,109288933370778173,Directed,794,,1
109287858500487327,109363338530430436,Directed,795,,1
109287858500487327,109265756335877680,Directed,796,,1
109642889113811439,109231292452793704,Directed,797,,1
109464403869787096,109231292452793704,Directed,798,,1
109464403869787096,109563881310980771,Directed,799,,1
109464403869787096,109371597091874184,Directed,800,,1
109464403869787096,109620785786254977,Directed,801,,1
109464403869787096,109246715869025687,Directed,802,,1
109464403869787096,109265756335877680,Directed,803,,1
109464403869787096,109286358919610438,Directed,804,,1
108197697030194387,109231292452793704,Directed,805,,1
108197697030194387,109286358919610438,Directed,806,,1
192602,109231292452793704,Directed,807,,1
109290369390655881,109231292452793704,Directed,808,,1
110116401590313731,109231292452793704,Directed,809,,1
407372,109231292452793704,Directed,810,,1
108244065534776232,109563881310980771,Directed,811,,1
109248463692991460,109368314022767580,Directed,812,,1
109248463692991460,108157923961315593,Directed,813,,1
109933554807580119,109905760931335093,Directed,814,,1
109349032516123443,109905760931335093,Directed,815,,1
109349032516123443,109288933370778173,Directed,816,,1
109365381420714323,109563881310980771,Directed,817,,1
108195772307061769,109288933370778173,Directed,818,,1
109387327319753692,109288933370778173,Directed,819,,1
109387327319753692,109363624973809625,Directed,820,,1
109305321811778425,109288933370778173,Directed,821,,1
109305321811778425,109297111162570193,Directed,822,,1
109256991300870236,109307242521089704,Directed,823,,1
109149432827476906,109307242521089704,Directed,824,,1
109593221635314300,109307242521089704,Directed,825,,1
109593221635314300,109563881310980771,Directed,826,,1
109593221635314300,109422830926272855,Directed,827,,1
109872138398958690,109307242521089704,Directed,828,,1
108199005031226769,109307242521089704,Directed,829,,1
108199005031226769,109288933370778173,Directed,830,,1
108199005031226769,109487644098588589,Directed,831,,1
108199005031226769,109291589253647141,Directed,832,,1
